date,author,notebook,url,votes,claimed_score,visible_score,last_update,method_family,stateful,stateless,crop_strategy,livestock_strategy,land_strategy,labor_strategy,market_strategy,routing_strategy,replay_based,source_available,license,notes
"2026-09-07","llccqq624","Kaggriculture | Adaptive Shop Guard","https://www.kaggle.com/code/llccqq624/kaggriculture-adaptive-shop-guard","25","UNKNOWN","1481.6","2026-08-25","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","dianatofficial","Kaggriculture: Reactive Agent Strategy & EDA","https://www.kaggle.com/code/dianatofficial/kaggriculture-reactive-agent-strategy-eda","13","UNKNOWN","UNKNOWN","2026-09-05","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","yamakawanin","Kaggriculture - Adaptive Public-State Multi-Route","https://www.kaggle.com/code/yamakawanin/kaggriculture-adaptive-public-state-multi-route","22","UNKNOWN","2061.9","2026-08-25","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","busyaprime","Kaggriculture, 800 paired games and the map wins","https://www.kaggle.com/code/busyaprime/kaggriculture-800-paired-games-and-the-map-wins","0","UNKNOWN","UNKNOWN","2026-09-06","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","destbreso","Which language does your agent speak?","https://www.kaggle.com/code/destbreso/which-language-does-your-agent-speak","2","UNKNOWN","UNKNOWN","2026-09-06","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","paiky1995","Inside the Kaggriculture Market Machine","https://www.kaggle.com/code/paiky1995/inside-the-kaggriculture-market-machine","1","UNKNOWN","UNKNOWN","2026-09-06","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","destbreso","v7.38_finance7 | A full agent, layer by layer","https://www.kaggle.com/code/destbreso/v7-38-finance7-a-full-agent-layer-by-layer","1","UNKNOWN","UNKNOWN","2026-09-05","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","avioon","Kaggriculture Apex V5 Emperor","https://www.kaggle.com/code/avioon/kaggriculture-apex-v5-emperor","0","UNKNOWN","UNKNOWN","2026-09-04","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","rivakajangu","Your rating is noisier than your improvement","https://www.kaggle.com/code/rivakajangu/your-rating-is-noisier-than-your-improvement","3","UNKNOWN","UNKNOWN","2026-09-04","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","reyhanksatria","Strong Adaptive Agent V1","https://www.kaggle.com/code/reyhanksatria/strong-adaptive-agent-v1","8","UNKNOWN","1934.3","2026-09-04","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","leneen","Kaggriculture:","https://www.kaggle.com/code/leneen/kaggriculture","1","UNKNOWN","227.6","2026-09-01","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","taylorclark637","Kaggriculture","https://www.kaggle.com/code/taylorclark637/kaggriculture","1","UNKNOWN","-71.9","2026-09-02","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","mobeenfatimah","Kaggriculture(AgriBot): Heuristic State-Machine","https://www.kaggle.com/code/mobeenfatimah/kaggriculture-agribot-heuristic-state-machine","5","UNKNOWN","UNKNOWN","2026-08-29","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","djamilabenchikh","Graph + Reinforcement Learning","https://www.kaggle.com/code/djamilabenchikh/graph-reinforcement-learning","3","UNKNOWN","1153.6","2026-09-02","GNN plus Double DQN residual","UNKNOWN","UNKNOWN","inherited V16","inherited V16","inherited V16","inherited V16","KEEP or delay four premium sales","inherited","UNKNOWN","yes; ipynb downloaded","Apache-2.0; page verified","v3; architecture/config read; 18 training games; AUTO_SUBMIT=True; NEVER executed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","destbreso","From 1 to 24k episodes a second","https://www.kaggle.com/code/destbreso/from-1-to-24k-episodes-a-second","12","UNKNOWN","UNKNOWN","2026-09-01","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","destbreso","Island GA | An owned schedule is a moat","https://www.kaggle.com/code/destbreso/island-ga-an-owned-schedule-is-a-moat","12","UNKNOWN","UNKNOWN","2026-09-01","island genetic optimization","UNKNOWN","UNKNOWN","searched genome","searched genome","compiler","compiler","financing-aware deltas","schedule compiler","yes","yes; ipynb downloaded","Apache-2.0; page verified","v18; method and selected outputs read; executor and winning schedules withheld; population-dependent ranking; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","vijaikm","Kaggriculture Modular Agent Framework","https://www.kaggle.com/code/vijaikm/kaggriculture-modular-agent-framework","6","UNKNOWN","UNKNOWN","2026-08-23","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","bruceqdu","Reinforcement Learning and MCTS: A Tutorial","https://www.kaggle.com/code/bruceqdu/reinforcement-learning-and-mcts-a-tutorial","2","UNKNOWN","UNKNOWN","2026-08-22","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","destbreso","The Farm Day as a Routing Problem","https://www.kaggle.com/code/destbreso/the-farm-day-as-a-routing-problem","1","UNKNOWN","UNKNOWN","2026-08-31","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","destbreso","Kaggriculture: what kind of optimisation is this?","https://www.kaggle.com/code/destbreso/kaggriculture-what-kind-of-optimisation-is-this","9","UNKNOWN","UNKNOWN","2026-08-26","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","stevenleehans","Kaggriculture Rank 238 - Oh You're approaching me?","https://www.kaggle.com/code/stevenleehans/kaggriculture-rank-238-oh-you-re-approaching-me","8","UNKNOWN","1762.7","2026-08-22","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","vishal567","Why Tomatoes Lost: A 60-Game Kaggriculture Agent","https://www.kaggle.com/code/vishal567/why-tomatoes-lost-a-60-game-kaggriculture-agent","3","UNKNOWN","UNKNOWN","2026-08-13","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","bruceqdu","Two Reinforcement Learning Examples from Kaito V27","https://www.kaggle.com/code/bruceqdu/two-reinforcement-learning-examples-from-kaito-v27","2","UNKNOWN","UNKNOWN","2026-08-13","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","daniilkrasnovvv","[Farm] Top solution in LB!","https://www.kaggle.com/code/daniilkrasnovvv/farm-top-solution-in-lb","3","UNKNOWN","707.5","2026-08-11","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","dynamo14324","Kaggriculture Starter Guide","https://www.kaggle.com/code/dynamo14324/kaggriculture-starter-guide","2","UNKNOWN","UNKNOWN","2026-08-05","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","kaitofukami","159/160 vs Frontier | v20 WEED-Slip Recovery","https://www.kaggle.com/code/kaitofukami/159-160-vs-frontier-v20-weed-slip-recovery","74","UNKNOWN","UNKNOWN","2026-08-05","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","blacklions","Kaggriculture v1","https://www.kaggle.com/code/blacklions/kaggriculture-v1","5","UNKNOWN","UNKNOWN","2026-08-02","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","CATALOG_ONLY; not source reviewed; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
"2026-09-07","destbreso","Wins, not money","https://www.kaggle.com/code/destbreso/wins-not-money","11","UNKNOWN","UNKNOWN","2026-08-15","win-probability evaluation","UNKNOWN","UNKNOWN","not applicable","not applicable","not applicable","not applicable","margin vs win probability","opponent lineage deduplication","yes","yes; ipynb downloaded","Apache-2.0; page verified","v21; reported 32570 episodes; normal/location-scale assumptions and composition claims require critique; not rerun; title ASCII-normalized; dates local day precision; scores transient; no code adopted"
